timestamp,safety_switch_available,safety_off,override_available,override_enabled
3293805,1,1,0,0
3315768,1,1,0,0
3337776,1,1,0,0
3361352,1,1,0,0
3385340,1,1,0,0
3409335,1,1,0,0
3429337,1,1,0,0
3453400,1,1,0,0
3473393,1,1,0,0
3494197,1,1,0,0
3514176,1,1,0,0
3534114,1,1,0,0
3558147,1,1,0,0
3578155,1,1,0,0
3602180,1,1,0,0
3622212,1,1,0,0
3642168,1,1,0,0
3666117,1,1,0,0
3690159,1,1,0,0
3710940,1,1,0,0
3730948,1,1,0,0
3750952,1,1,0,0
3774912,1,1,0,0
3798916,1,1,0,0
3818945,1,1,0,0
3838961,1,1,0,0
3858941,1,1,0,0
3878941,1,1,0,0
3899715,1,1,0,0
3919759,1,1,0,0
3940551,1,1,0,0
3964577,1,1,0,0
3984525,1,1,0,0
4008557,1,1,0,0
4028560,1,1,0,0
4048541,1,1,0,0
4068528,1,1,0,0
4089315,1,1,0,0
4109351,1,1,0,0
4133371,1,1,0,0
4157321,1,1,0,0
4177315,1,1,0,0
4197314,1,1,0,0
4217315,1,1,0,0
4241341,1,1,0,0
4265315,1,1,0,0
4289361,1,1,0,0
4309355,1,1,0,0
4329341,1,1,0,0
4350151,1,1,0,0
4374153,1,1,0,0
4398124,1,1,0,0
4422126,1,1,0,0
4446142,1,1,0,0
4470161,1,1,0,0
4490171,1,1,0,0
4514132,1,1,0,0
4534116,1,1,0,0
4554118,1,1,0,0
4578145,1,1,0,0
4602125,1,1,0,0
4622971,1,1,0,0
4646890,1,1,0,0
4666961,1,1,0,0
4690915,1,1,0,0
4714915,1,1,0,0
4734925,1,1,0,0
4758926,1,1,0,0
4778927,1,1,0,0
4798948,1,1,0,0
4822925,1,1,0,0
4842929,1,1,0,0
4866891,1,1,0,0
4886921,1,1,0,0
4906936,1,1,0,0
4930914,1,1,0,0
4954961,1,1,0,0
4974952,1,1,0,0
4995757,1,1,0,0
5015733,1,1,0,0
5035743,1,1,0,0
5059690,1,1,0,0
5083742,1,1,0,0
5103753,1,1,0,0
5127709,1,1,0,0
5151703,1,1,0,0
5171719,1,1,0,0
5195718,1,1,0,0
5215723,1,1,0,0
5240530,1,1,0,0
5260524,1,1,0,0
5284550,1,1,0,0
5304557,1,1,0,0
5328547,1,1,0,0
5352599,1,1,0,0
5372606,1,1,0,0
5392606,1,1,0,0
5412564,1,1,0,0
5436563,1,1,0,0
5457335,1,1,0,0
5477315,1,1,0,0
5501337,1,1,0,0
5521333,1,1,0,0
5545333,1,1,0,0
5565315,1,1,0,0
5589342,1,1,0,0
5609317,1,1,0,0
5629332,1,1,0,0
5653343,1,1,0,0
5673392,1,1,0,0
5694118,1,1,0,0
5718151,1,1,0,0
5738128,1,1,0,0
5762197,1,1,0,0
5786118,1,1,0,0
5806162,1,1,0,0
5830152,1,1,0,0
5850142,1,1,0,0
5874116,1,1,0,0
5894921,1,1,0,0
5914922,1,1,0,0
5938933,1,1,0,0
5958948,1,1,0,0
5982916,1,1,0,0
6002899,1,1,0,0
6022935,1,1,0,0
6042914,1,1,0,0
6066915,1,1,0,0
6087703,1,1,0,0
6108568,1,1,0,0
6132579,1,1,0,0
6156535,1,1,0,0
6180563,1,1,0,0
6200556,1,1,0,0
6220548,1,1,0,0
6244537,1,1,0,0
6264524,1,1,0,0
6284521,1,1,0,0
6304524,1,1,0,0
6324562,1,1,0,0
6348561,1,1,0,0
6368571,1,1,0,0
6388570,1,1,0,0
6412535,1,1,0,0
6436564,1,1,0,0
6460529,1,1,0,0
6480526,1,1,0,0
6500521,1,1,0,0
6520525,1,1,0,0
6544571,1,1,0,0
6565377,1,1,0,0
6585380,1,1,0,0
6609316,1,1,0,0
6633339,1,1,0,0
6653348,1,1,0,0
6677344,1,1,0,0
6701314,1,1,0,0
6721315,1,1,0,0
6745360,1,1,0,0
6765353,1,1,0,0
6785348,1,1,0,0
6806172,1,1,0,0
6826168,1,1,0,0
6846142,1,1,0,0
6866157,1,1,0,0
6890118,1,1,0,0
6910118,1,1,0,0
6930121,1,1,0,0
6950120,1,1,0,0
6970121,1,1,0,0
6990922,1,1,0,0
7014949,1,1,0,0
7034953,1,1,0,0
7058926,1,1,0,0
7078965,1,1,0,0
7098915,1,1,0,0
7118928,1,1,0,0
7142963,1,1,0,0
7162976,1,1,0,0
7186953,1,1,0,0
7207704,1,1,0,0
7231708,1,1,0,0
7251770,1,1,0,0
7275780,1,1,0,0
7299691,1,1,0,0
7319690,1,1,0,0
7339781,1,1,0,0
7359769,1,1,0,0
7379792,1,1,0,0
7399770,1,1,0,0
7423776,1,1,0,0
7444573,1,1,0,0
7464564,1,1,0,0
7484523,1,1,0,0
7508527,1,1,0,0
7532588,1,1,0,0
7552570,1,1,0,0
7572568,1,1,0,0
7592553,1,1,0,0
7616540,1,1,0,0
7636528,1,1,0,0
7657361,1,1,0,0
7677352,1,1,0,0
7701339,1,1,0,0
7725315,1,1,0,0
7745319,1,1,0,0
7769343,1,1,0,0
7793441,1,1,0,0
7817314,1,1,0,0
7837315,1,1,0,0
7857385,1,1,0,0
7881318,1,1,0,0
7902155,1,1,0,0
7922146,1,1,0,0
7946161,1,1,0,0
7970216,1,1,0,0
7990204,1,1,0,0
8014121,1,1,0,0
8038158,1,1,0,0
8062118,1,1,0,0
8082893,1,1,0,0
8106926,1,1,0,0
8126891,1,1,0,0
8146890,1,1,0,0
8166899,1,1,0,0
8186896,1,1,0,0
8206891,1,1,0,0
8226911,1,1,0,0
8246949,1,1,0,0
8266926,1,1,0,0
8290892,1,1,0,0
8311722,1,1,0,0
8335743,1,1,0,0
8355740,1,1,0,0
8375733,1,1,0,0
8395774,1,1,0,0
8419729,1,1,0,0
8443759,1,1,0,0
8467762,1,1,0,0
8487730,1,1,0,0
8511721,1,1,0,0
8531725,1,1,0,0
8552524,1,1,0,0
8576577,1,1,0,0
8596528,1,1,0,0
8616550,1,1,0,0
8636562,1,1,0,0
8656552,1,1,0,0
8680527,1,1,0,0
8700527,1,1,0,0
8720529,1,1,0,0
8744539,1,1,0,0
8764565,1,1,0,0
8785354,1,1,0,0
8805341,1,1,0,0
8825336,1,1,0,0
8849324,1,1,0,0
8869324,1,1,0,0
8893366,1,1,0,0
8917359,1,1,0,0
8941328,1,1,0,0
8961325,1,1,0,0
8982126,1,1,0,0
9002122,1,1,0,0
9026144,1,1,0,0
9046147,1,1,0,0
9070151,1,1,0,0
