timestamp,safety_switch_available,safety_off,override_available,override_enabled
5692738,1,1,0,0
5712740,1,1,0,0
5736723,1,1,0,0
5756734,1,1,0,0
5780719,1,1,0,0
5801520,1,1,0,0
5825555,1,1,0,0
5845531,1,1,0,0
5869586,1,1,0,0
5889599,1,1,0,0
5909586,1,1,0,0
5929530,1,1,0,0
5953572,1,1,0,0
5977575,1,1,0,0
5998333,1,1,0,0
6018331,1,1,0,0
6042313,1,1,0,0
6062296,1,1,0,0
6082294,1,1,0,0
6106378,1,1,0,0
6126408,1,1,0,0
6147130,1,1,0,0
6171123,1,1,0,0
6195160,1,1,0,0
6215102,1,1,0,0
6235151,1,1,0,0
6255095,1,1,0,0
6279136,1,1,0,0
6303184,1,1,0,0
6327138,1,1,0,0
6347943,1,1,0,0
6367945,1,1,0,0
6387946,1,1,0,0
6411922,1,1,0,0
6431919,1,1,0,0
6455957,1,1,0,0
6475951,1,1,0,0
6499926,1,1,0,0
6523945,1,1,0,0
6547953,1,1,0,0
6568733,1,1,0,0
6592726,1,1,0,0
6612747,1,1,0,0
6632771,1,1,0,0
6656766,1,1,0,0
6680726,1,1,0,0
6700724,1,1,0,0
6720726,1,1,0,0
6744769,1,1,0,0
6764764,1,1,0,0
6785547,1,1,0,0
6805565,1,1,0,0
6825572,1,1,0,0
6849523,1,1,0,0
6873568,1,1,0,0
6894356,1,1,0,0
6914375,1,1,0,0
6934389,1,1,0,0
6954386,1,1,0,0
6978363,1,1,0,0
7002337,1,1,0,0
7026397,1,1,0,0
7050319,1,1,0,0
7071094,1,1,0,0
7091095,1,1,0,0
7111093,1,1,0,0
7135151,1,1,0,0
7159102,1,1,0,0
7179095,1,1,0,0
7203127,1,1,0,0
7227095,1,1,0,0
7247146,1,1,0,0
7271119,1,1,0,0
7291925,1,1,0,0
7311921,1,1,0,0
7331919,1,1,0,0
7355931,1,1,0,0
7379925,1,1,0,0
7399917,1,1,0,0
7419920,1,1,0,0
7440730,1,1,0,0
7464752,1,1,0,0
7488765,1,1,0,0
7512725,1,1,0,0
7536724,1,1,0,0
7560729,1,1,0,0
7584727,1,1,0,0
7608730,1,1,0,0
7632756,1,1,0,0
7652769,1,1,0,0
7676738,1,1,0,0
7700802,1,1,0,0
7721561,1,1,0,0
7745535,1,1,0,0
7765530,1,1,0,0
7789524,1,1,0,0
7809538,1,1,0,0
7829554,1,1,0,0
7853538,1,1,0,0
7873538,1,1,0,0
7894319,1,1,0,0
7918341,1,1,0,0
7942393,1,1,0,0
7966319,1,1,0,0
7990366,1,1,0,0
8010346,1,1,0,0
8034317,1,1,0,0
8055095,1,1,0,0
8075096,1,1,0,0
8095095,1,1,0,0
8115093,1,1,0,0
8135095,1,1,0,0
8159122,1,1,0,0
8179175,1,1,0,0
8199122,1,1,0,0
8219131,1,1,0,0
8243118,1,1,0,0
8263918,1,1,0,0
8283930,1,1,0,0
8307954,1,1,0,0
8327925,1,1,0,0
8351926,1,1,0,0
8375960,1,1,0,0
8395956,1,1,0,0
8419992,1,1,0,0
8440775,1,1,0,0
8464726,1,1,0,0
8488756,1,1,0,0
8512726,1,1,0,0
8536748,1,1,0,0
8560801,1,1,0,0
8584732,1,1,0,0
8608765,1,1,0,0
8629549,1,1,0,0
8653529,1,1,0,0
8673527,1,1,0,0
8693530,1,1,0,0
8717552,1,1,0,0
8741540,1,1,0,0
8761524,1,1,0,0
8781531,1,1,0,0
8805557,1,1,0,0
8826378,1,1,0,0
8850345,1,1,0,0
8874318,1,1,0,0
8894322,1,1,0,0
8914329,1,1,0,0
8938348,1,1,0,0
8958349,1,1,0,0
8979166,1,1,0,0
8999176,1,1,0,0
9023125,1,1,0,0
9047171,1,1,0,0
9071131,1,1,0,0
9095150,1,1,0,0
9119123,1,1,0,0
9139130,1,1,0,0
9163165,1,1,0,0
9183897,1,1,0,0
9203895,1,1,0,0
9223902,1,1,0,0
9243936,1,1,0,0
9263954,1,1,0,0
9287935,1,1,0,0
9311897,1,1,0,0
9331895,1,1,0,0
9355928,1,1,0,0
9376777,1,1,0,0
9396763,1,1,0,0
9416756,1,1,0,0
9440735,1,1,0,0
9464783,1,1,0,0
9488733,1,1,0,0
9512786,1,1,0,0
9532726,1,1,0,0
9552764,1,1,0,0
9573530,1,1,0,0
9593536,1,1,0,0
9613550,1,1,0,0
9633566,1,1,0,0
9657540,1,1,0,0
9681529,1,1,0,0
9705563,1,1,0,0
9725559,1,1,0,0
9746358,1,1,0,0
9770379,1,1,0,0
9790362,1,1,0,0
9814374,1,1,0,0
9834374,1,1,0,0
9858326,1,1,0,0
9878319,1,1,0,0
9902332,1,1,0,0
9923169,1,1,0,0
9943171,1,1,0,0
9967125,1,1,0,0
9991127,1,1,0,0
10011122,1,1,0,0
10035166,1,1,0,0
10055149,1,1,0,0
10079128,1,1,0,0
10103205,1,1,0,0
10123938,1,1,0,0
10147949,1,1,0,0
10171896,1,1,0,0
10191933,1,1,0,0
10215895,1,1,0,0
10235897,1,1,0,0
10255907,1,1,0,0
10279895,1,1,0,0
10300740,1,1,0,0
10320732,1,1,0,0
10344789,1,1,0,0
10368733,1,1,0,0
10388770,1,1,0,0
10412777,1,1,0,0
10432782,1,1,0,0
10456732,1,1,0,0
10476733,1,1,0,0
10500763,1,1,0,0
10521529,1,1,0,0
10541547,1,1,0,0
10561538,1,1,0,0
10585527,1,1,0,0
10605523,1,1,0,0
10629536,1,1,0,0
10653532,1,1,0,0
10677597,1,1,0,0
10701557,1,1,0,0
10722357,1,1,0,0
10742354,1,1,0,0
10766377,1,1,0,0
10790362,1,1,0,0
10814319,1,1,0,0
10838352,1,1,0,0
10859150,1,1,0,0
10883165,1,1,0,0
10907129,1,1,0,0
10927122,1,1,0,0
10947125,1,1,0,0
10967130,1,1,0,0
10991149,1,1,0,0
11015128,1,1,0,0
11039169,1,1,0,0
11059143,1,1,0,0
11079907,1,1,0,0
11103914,1,1,0,0
11127936,1,1,0,0
11151977,1,1,0,0
11171971,1,1,0,0
11195895,1,1,0,0
11219937,1,1,0,0
11243895,1,1,0,0
11263910,1,1,0,0
11284718,1,1,0,0
11308763,1,1,0,0
11328731,1,1,0,0
11348751,1,1,0,0
11368769,1,1,0,0
11392731,1,1,0,0
11416743,1,1,0,0
11440717,1,1,0,0
11461556,1,1,0,0
11485567,1,1,0,0
11505530,1,1,0,0
11525533,1,1,0,0
11549569,1,1,0,0
11569577,1,1,0,0
11589554,1,1,0,0
11609575,1,1,0,0
11633529,1,1,0,0
11653530,1,1,0,0
11674322,1,1,0,0
11698362,1,1,0,0
11722356,1,1,0,0
11742347,1,1,0,0
11762334,1,1,0,0
11786373,1,1,0,0
11806367,1,1,0,0
11827123,1,1,0,0
11847130,1,1,0,0
11871134,1,1,0,0
11895154,1,1,0,0
11919155,1,1,0,0
11943122,1,1,0,0
11963150,1,1,0,0
11983135,1,1,0,0
12003919,1,1,0,0
12023922,1,1,0,0
12043922,1,1,0,0
12067948,1,1,0,0
12091963,1,1,0,0
12116007,1,1,0,0
12139926,1,1,0,0
12164695,1,1,0,0
12188722,1,1,0,0
12212701,1,1,0,0
12236754,1,1,0,0
12256782,1,1,0,0
12280695,1,1,0,0
12300696,1,1,0,0
12320732,1,1,0,0
12344729,1,1,0,0
12368723,1,1,0,0
12393527,1,1,0,0
12413541,1,1,0,0
12433537,1,1,0,0
12453535,1,1,0,0
12477571,1,1,0,0
12501551,1,1,0,0
12525590,1,1,0,0
12549528,1,1,0,0
12570354,1,1,0,0
12594331,1,1,0,0
12614319,1,1,0,0
12634338,1,1,0,0
12658325,1,1,0,0
12678335,1,1,0,0
12698391,1,1,0,0
12722329,1,1,0,0
12742436,1,1,0,0
12766393,1,1,0,0
12786353,1,1,0,0
12807152,1,1,0,0
12827181,1,1,0,0
12851169,1,1,0,0
12871159,1,1,0,0
12891131,1,1,0,0
12915186,1,1,0,0
12935155,1,1,0,0
12955167,1,1,0,0
12976000,1,1,0,0
12995982,1,1,0,0
13019937,1,1,0,0
13043961,1,1,0,0
13067924,1,1,0,0
13087919,1,1,0,0
13107919,1,1,0,0
13127930,1,1,0,0
13148729,1,1,0,0
13172736,1,1,0,0
13196695,1,1,0,0
13216735,1,1,0,0
13240735,1,1,0,0
13260695,1,1,0,0
13280732,1,1,0,0
13304708,1,1,0,0
13324703,1,1,0,0
13349582,1,1,0,0
13373580,1,1,0,0
13393577,1,1,0,0
13417568,1,1,0,0
13437530,1,1,0,0
13457539,1,1,0,0
13478326,1,1,0,0
13502332,1,1,0,0
13526363,1,1,0,0
13550398,1,1,0,0
13570344,1,1,0,0
13590370,1,1,0,0
13614386,1,1,0,0
13634349,1,1,0,0
13654355,1,1,0,0
13678319,1,1,0,0
13698365,1,1,0,0
13718356,1,1,0,0
13742440,1,1,0,0
13763161,1,1,0,0
13783168,1,1,0,0
13803173,1,1,0,0
13823198,1,1,0,0
13847124,1,1,0,0
13867136,1,1,0,0
13887144,1,1,0,0
13907919,1,1,0,0
13927919,1,1,0,0
13947926,1,1,0,0
13971960,1,1,0,0
13991958,1,1,0,0
14011962,1,1,0,0
14031944,1,1,0,0
14055920,1,1,0,0
14076702,1,1,0,0
14096701,1,1,0,0
14116702,1,1,0,0
14136710,1,1,0,0
14160738,1,1,0,0
14180737,1,1,0,0
14200738,1,1,0,0
14220738,1,1,0,0
14240763,1,1,0,0
14260769,1,1,0,0
14280771,1,1,0,0
14305531,1,1,0,0
14325539,1,1,0,0
14345529,1,1,0,0
14369590,1,1,0,0
14389577,1,1,0,0
14413550,1,1,0,0
14437606,1,1,0,0
14457616,1,1,0,0
14478333,1,1,0,0
14502333,1,1,0,0
14522358,1,1,0,0
14546374,1,1,0,0
14570359,1,1,0,0
14594329,1,1,0,0
14618381,1,1,0,0
14638385,1,1,0,0
14658345,1,1,0,0
14678348,1,1,0,0
14699173,1,1,0,0
14719186,1,1,0,0
14743166,1,1,0,0
14763166,1,1,0,0
14783132,1,1,0,0
14807203,1,1,0,0
14831129,1,1,0,0
14851132,1,1,0,0
14871941,1,1,0,0
14895942,1,1,0,0
14919919,1,1,0,0
14939919,1,1,0,0
14963919,1,1,0,0
14983935,1,1,0,0
15007959,1,1,0,0
15031958,1,1,0,0
15051925,1,1,0,0
15072696,1,1,0,0
15092733,1,1,0,0
15116753,1,1,0,0
15140695,1,1,0,0
15164731,1,1,0,0
15188698,1,1,0,0
15212701,1,1,0,0
15232713,1,1,0,0
15253533,1,1,0,0
15277598,1,1,0,0
15297606,1,1,0,0
15321558,1,1,0,0
15345549,1,1,0,0
15369523,1,1,0,0
15393524,1,1,0,0
15413538,1,1,0,0
15434327,1,1,0,0
15458389,1,1,0,0
15478342,1,1,0,0
15502363,1,1,0,0
15522359,1,1,0,0
15542326,1,1,0,0
15562344,1,1,0,0
15586394,1,1,0,0
15610327,1,1,0,0
15631122,1,1,0,0
15655154,1,1,0,0
15679122,1,1,0,0
15699122,1,1,0,0
15719122,1,1,0,0
15743139,1,1,0,0
15763159,1,1,0,0
15783165,1,1,0,0
15803190,1,1,0,0
15823933,1,1,0,0
15847920,1,1,0,0
15871956,1,1,0,0
15891967,1,1,0,0
15911919,1,1,0,0
15935960,1,1,0,0
15959920,1,1,0,0
15979919,1,1,0,0
16000695,1,1,0,0
16024734,1,1,0,0
16044756,1,1,0,0
16068696,1,1,0,0
16092733,1,1,0,0
16116731,1,1,0,0
16140722,1,1,0,0
16164699,1,1,0,0
16184720,1,1,0,0
16205523,1,1,0,0
16229524,1,1,0,0
16253549,1,1,0,0
16273553,1,1,0,0
16297499,1,1,0,0
16317506,1,1,0,0
16341542,1,1,0,0
16365505,1,1,0,0
16386363,1,1,0,0
16410325,1,1,0,0
16434364,1,1,0,0
16454326,1,1,0,0
16474336,1,1,0,0
16494326,1,1,0,0
16518335,1,1,0,0
16542365,1,1,0,0
16563148,1,1,0,0
16587122,1,1,0,0
16611188,1,1,0,0
16635133,1,1,0,0
16655158,1,1,0,0
16679123,1,1,0,0
16699135,1,1,0,0
16723200,1,1,0,0
16747144,1,1,0,0
16771161,1,1,0,0
16791946,1,1,0,0
16815925,1,1,0,0
16839945,1,1,0,0
16859964,1,1,0,0
16883920,1,1,0,0
16903919,1,1,0,0
16927919,1,1,0,0
16947931,1,1,0,0
16968769,1,1,0,0
16988732,1,1,0,0
17012790,1,1,0,0
17032800,1,1,0,0
17056719,1,1,0,0
17076719,1,1,0,0
17096769,1,1,0,0
17117499,1,1,0,0
17137505,1,1,0,0
17157500,1,1,0,0
17181529,1,1,0,0
17201499,1,1,0,0
17225499,1,1,0,0
17249584,1,1,0,0
17273499,1,1,0,0
17297534,1,1,0,0
17321547,1,1,0,0
17342333,1,1,0,0
17366339,1,1,0,0
17386333,1,1,0,0
17406355,1,1,0,0
17430352,1,1,0,0
17454364,1,1,0,0
17478402,1,1,0,0
17498406,1,1,0,0
17519176,1,1,0,0
17543152,1,1,0,0
17563139,1,1,0,0
17587144,1,1,0,0
17611124,1,1,0,0
17635128,1,1,0,0
17655126,1,1,0,0
17679122,1,1,0,0
17703163,1,1,0,0
17727186,1,1,0,0
17747186,1,1,0,0
17767963,1,1,0,0
17791919,1,1,0,0
17811922,1,1,0,0
17835995,1,1,0,0
17859926,1,1,0,0
17879931,1,1,0,0
17903922,1,1,0,0
17924731,1,1,0,0
17948802,1,1,0,0
17972720,1,1,0,0
17996746,1,1,0,0
18020721,1,1,0,0
18040719,1,1,0,0
18060725,1,1,0,0
18084721,1,1,0,0
18104741,1,1,0,0
18125512,1,1,0,0
18145525,1,1,0,0
18165568,1,1,0,0
18185534,1,1,0,0
18205524,1,1,0,0
18225531,1,1,0,0
18249499,1,1,0,0
18273543,1,1,0,0
18297506,1,1,0,0
18318400,1,1,0,0
18342326,1,1,0,0
18366375,1,1,0,0
18390326,1,1,0,0
18410326,1,1,0,0
18434364,1,1,0,0
18454367,1,1,0,0
18475154,1,1,0,0
18495125,1,1,0,0
18519129,1,1,0,0
18543176,1,1,0,0
18563136,1,1,0,0
18583168,1,1,0,0
18603209,1,1,0,0
18627146,1,1,0,0
18647133,1,1,0,0
18671148,1,1,0,0
18695133,1,1,0,0
18715993,1,1,0,0
18735998,1,1,0,0
18759920,1,1,0,0
18779919,1,1,0,0
18799919,1,1,0,0
18819927,1,1,0,0
18840719,1,1,0,0
18860722,1,1,0,0
18880719,1,1,0,0
18904746,1,1,0,0
18924764,1,1,0,0
18944761,1,1,0,0
18968719,1,1,0,0
18988719,1,1,0,0
19012758,1,1,0,0
19032762,1,1,0,0
19053555,1,1,0,0
19073544,1,1,0,0
19093539,1,1,0,0
19117510,1,1,0,0
19141553,1,1,0,0
19165548,1,1,0,0
19189499,1,1,0,0
19209517,1,1,0,0
19234368,1,1,0,0
19254365,1,1,0,0
19278325,1,1,0,0
19298326,1,1,0,0
19322374,1,1,0,0
19346374,1,1,0,0
19370349,1,1,0,0
19394336,1,1,0,0
19419123,1,1,0,0
19443184,1,1,0,0
19467167,1,1,0,0
19491129,1,1,0,0
19511174,1,1,0,0
19535122,1,1,0,0
19559128,1,1,0,0
19579149,1,1,0,0
19599152,1,1,0,0
19619176,1,1,0,0
19643178,1,1,0,0
19663919,1,1,0,0
19683920,1,1,0,0
19707919,1,1,0,0
19727919,1,1,0,0
19747920,1,1,0,0
19767976,1,1,0,0
19791922,1,1,0,0
19812758,1,1,0,0
19832771,1,1,0,0
19852719,1,1,0,0
19876728,1,1,0,0
19900801,1,1,0,0
19920802,1,1,0,0
19940772,1,1,0,0
19964764,1,1,0,0
19984757,1,1,0,0
20008762,1,1,0,0
20029543,1,1,0,0
20053509,1,1,0,0
20073504,1,1,0,0
20093502,1,1,0,0
20113506,1,1,0,0
20137526,1,1,0,0
20161505,1,1,0,0
20181507,1,1,0,0
20202325,1,1,0,0
20226360,1,1,0,0
20250396,1,1,0,0
20274326,1,1,0,0
20298367,1,1,0,0
20318368,1,1,0,0
20342326,1,1,0,0
20362326,1,1,0,0
20383139,1,1,0,0
20407123,1,1,0,0
20427122,1,1,0,0
20447133,1,1,0,0
20467152,1,1,0,0
20491122,1,1,0,0
20511127,1,1,0,0
20535122,1,1,0,0
20555122,1,1,0,0
20575124,1,1,0,0
20595129,1,1,0,0
20615959,1,1,0,0
20640003,1,1,0,0
20659959,1,1,0,0
20683931,1,1,0,0
20707963,1,1,0,0
20727958,1,1,0,0
20751920,1,1,0,0
20772719,1,1,0,0
20792739,1,1,0,0
20812731,1,1,0,0
20832734,1,1,0,0
20856745,1,1,0,0
20876746,1,1,0,0
20896745,1,1,0,0
20920726,1,1,0,0
20940725,1,1,0,0
20960727,1,1,0,0
20981506,1,1,0,0
21005537,1,1,0,0
21025500,1,1,0,0
21045529,1,1,0,0
21069501,1,1,0,0
21093543,1,1,0,0
21113526,1,1,0,0
21133547,1,1,0,0
21157524,1,1,0,0
21178334,1,1,0,0
21198326,1,1,0,0
21222326,1,1,0,0
21242326,1,1,0,0
21266379,1,1,0,0
21290334,1,1,0,0
21314360,1,1,0,0
21338353,1,1,0,0
21359163,1,1,0,0
21383186,1,1,0,0
21407130,1,1,0,0
21431129,1,1,0,0
21451132,1,1,0,0
21471137,1,1,0,0
21495149,1,1,0,0
21515161,1,1,0,0
21535140,1,1,0,0
21559125,1,1,0,0
21579926,1,1,0,0
21599919,1,1,0,0
21619922,1,1,0,0
21643984,1,1,0,0
21663963,1,1,0,0
21683949,1,1,0,0
21703945,1,1,0,0
21724758,1,1,0,0
21744762,1,1,0,0
21764755,1,1,0,0
21788731,1,1,0,0
21808730,1,1,0,0
21832801,1,1,0,0
21852800,1,1,0,0
21876719,1,1,0,0
21901551,1,1,0,0
21921512,1,1,0,0
21941537,1,1,0,0
21965497,1,1,0,0
21985513,1,1,0,0
22009508,1,1,0,0
22029504,1,1,0,0
22053516,1,1,0,0
22077509,1,1,0,0
22098373,1,1,0,0
22122352,1,1,0,0
22146357,1,1,0,0
22166358,1,1,0,0
22190356,1,1,0,0
22210326,1,1,0,0
22234333,1,1,0,0
22254333,1,1,0,0
22274332,1,1,0,0
22298333,1,1,0,0
22319122,1,1,0,0
22339122,1,1,0,0
22363173,1,1,0,0
22383164,1,1,0,0
22407160,1,1,0,0
22431194,1,1,0,0
22451207,1,1,0,0
22475122,1,1,0,0
22495137,1,1,0,0
22519143,1,1,0,0
22543924,1,1,0,0
22567926,1,1,0,0
22587919,1,1,0,0
22607935,1,1,0,0
22627919,1,1,0,0
22651927,1,1,0,0
22675959,1,1,0,0
22696734,1,1,0,0
22716719,1,1,0,0
22740769,1,1,0,0
22760758,1,1,0,0
22780762,1,1,0,0
22804719,1,1,0,0
22828736,1,1,0,0
22848757,1,1,0,0
22872719,1,1,0,0
22893500,1,1,0,0
22913499,1,1,0,0
22937514,1,1,0,0
22961543,1,1,0,0
22981506,1,1,0,0
23005538,1,1,0,0
23025539,1,1,0,0
23045541,1,1,0,0
23066335,1,1,0,0
23090348,1,1,0,0
23110355,1,1,0,0
23134321,1,1,0,0
23158361,1,1,0,0
23178357,1,1,0,0
23202319,1,1,0,0
23226368,1,1,0,0
23246346,1,1,0,0
23270330,1,1,0,0
23291244,1,1,0,0
23315123,1,1,0,0
23339149,1,1,0,0
23363154,1,1,0,0
23387161,1,1,0,0
23407160,1,1,0,0
23431122,1,1,0,0
23455160,1,1,0,0
23475964,1,1,0,0
23499943,1,1,0,0
23523927,1,1,0,0
23543932,1,1,0,0
23563952,1,1,0,0
23587966,1,1,0,0
23607965,1,1,0,0
23631927,1,1,0,0
23652719,1,1,0,0
23672728,1,1,0,0
23696753,1,1,0,0
23720764,1,1,0,0
23744756,1,1,0,0
23768755,1,1,0,0
23792781,1,1,0,0
23812774,1,1,0,0
23832783,1,1,0,0
23852770,1,1,0,0
23873499,1,1,0,0
23893533,1,1,0,0
23913502,1,1,0,0
23933566,1,1,0,0
23957574,1,1,0,0
23981501,1,1,0,0
24002319,1,1,0,0
24022319,1,1,0,0
24042318,1,1,0,0
24066368,1,1,0,0
24086357,1,1,0,0
24110322,1,1,0,0
24134361,1,1,0,0
24154390,1,1,0,0
24178319,1,1,0,0
24202333,1,1,0,0
24222350,1,1,0,0
24243173,1,1,0,0
24263198,1,1,0,0
24287126,1,1,0,0
24307122,1,1,0,0
24331129,1,1,0,0
24355149,1,1,0,0
24375152,1,1,0,0
24399123,1,1,0,0
24423958,1,1,0,0
24447948,1,1,0,0
24471927,1,1,0,0
24491934,1,1,0,0
24515933,1,1,0,0
24535926,1,1,0,0
24559927,1,1,0,0
24583963,1,1,0,0
24607974,1,1,0,0
24628719,1,1,0,0
24648720,1,1,0,0
24672766,1,1,0,0
24696726,1,1,0,0
24716728,1,1,0,0
24740725,1,1,0,0
24760744,1,1,0,0
24780753,1,1,0,0
24800781,1,1,0,0
24821500,1,1,0,0
24841548,1,1,0,0
24865511,1,1,0,0
24889500,1,1,0,0
24909496,1,1,0,0
24929515,1,1,0,0
24953505,1,1,0,0
24973518,1,1,0,0
24994396,1,1,0,0
25018319,1,1,0,0
25042359,1,1,0,0
25066345,1,1,0,0
25090346,1,1,0,0
25114326,1,1,0,0
25138345,1,1,0,0
25158346,1,1,0,0
25182380,1,1,0,0
25203208,1,1,0,0
25227123,1,1,0,0
25247126,1,1,0,0
25271161,1,1,0,0
25291149,1,1,0,0
25315133,1,1,0,0
25335125,1,1,0,0
25359148,1,1,0,0
25379150,1,1,0,0
25399941,1,1,0,0
25423920,1,1,0,0
25443919,1,1,0,0
25467939,1,1,0,0
25487926,1,1,0,0
25511957,1,1,0,0
25535920,1,1,0,0
25555925,1,1,0,0
25576719,1,1,0,0
25596718,1,1,0,0
25620760,1,1,0,0
25644725,1,1,0,0
25664725,1,1,0,0
25684727,1,1,0,0
25708749,1,1,0,0
25732721,1,1,0,0
25756767,1,1,0,0
25777540,1,1,0,0
25801520,1,1,0,0
25825533,1,1,0,0
25849539,1,1,0,0
25869531,1,1,0,0
25893496,1,1,0,0
25917539,1,1,0,0
25941515,1,1,0,0
25962360,1,1,0,0
25986366,1,1,0,0
26006436,1,1,0,0
26030379,1,1,0,0
26054319,1,1,0,0
26074318,1,1,0,0
26094319,1,1,0,0
26118353,1,1,0,0
26139174,1,1,0,0
26159163,1,1,0,0
26179156,1,1,0,0
26199156,1,1,0,0
26219168,1,1,0,0
26243133,1,1,0,0
26263129,1,1,0,0
26287162,1,1,0,0
26311139,1,1,0,0
26331129,1,1,0,0
26351961,1,1,0,0
26375933,1,1,0,0
26395942,1,1,0,0
26419940,1,1,0,0
26443973,1,1,0,0
26463973,1,1,0,0
26483972,1,1,0,0
26507939,1,1,0,0
26528001,1,1,0,0
26548762,1,1,0,0
26568719,1,1,0,0
26592737,1,1,0,0
26616751,1,1,0,0
26640763,1,1,0,0
26660727,1,1,0,0
26684766,1,1,0,0
26705515,1,1,0,0
26725530,1,1,0,0
26749518,1,1,0,0
26773500,1,1,0,0
26793533,1,1,0,0
26817510,1,1,0,0
26841501,1,1,0,0
26861499,1,1,0,0
26885539,1,1,0,0
26905540,1,1,0,0
26926398,1,1,0,0
26950318,1,1,0,0
26974338,1,1,0,0
26998325,1,1,0,0
27018329,1,1,0,0
27038318,1,1,0,0
27062326,1,1,0,0
27082342,1,1,0,0
27102335,1,1,0,0
27126367,1,1,0,0
27147130,1,1,0,0
27167129,1,1,0,0
27191161,1,1,0,0
27215169,1,1,0,0
27235174,1,1,0,0
27259175,1,1,0,0
27279166,1,1,0,0
27299139,1,1,0,0
27319919,1,1,0,0
27339964,1,1,0,0
27359956,1,1,0,0
27383970,1,1,0,0
27407919,1,1,0,0
27431956,1,1,0,0
27455919,1,1,0,0
27479942,1,1,0,0
27499920,1,1,0,0
27520729,1,1,0,0
27544806,1,1,0,0
27568719,1,1,0,0
27592761,1,1,0,0
27616719,1,1,0,0
27636719,1,1,0,0
27656719,1,1,0,0
27680736,1,1,0,0
27701505,1,1,0,0
27721513,1,1,0,0
27745535,1,1,0,0
27769508,1,1,0,0
27789513,1,1,0,0
27813535,1,1,0,0
27833533,1,1,0,0
27853577,1,1,0,0
27874318,1,1,0,0
27894397,1,1,0,0
27918319,1,1,0,0
27942345,1,1,0,0
27966341,1,1,0,0
27986334,1,1,0,0
28010346,1,1,0,0
28034318,1,1,0,0
28058360,1,1,0,0
28079167,1,1,0,0
28099167,1,1,0,0
28119172,1,1,0,0
28143209,1,1,0,0
28167130,1,1,0,0
28187145,1,1,0,0
28207144,1,1,0,0
28231156,1,1,0,0
28251160,1,1,0,0
28275919,1,1,0,0
28299964,1,1,0,0
28323928,1,1,0,0
28343937,1,1,0,0
28367977,1,1,0,0
28387967,1,1,0,0
28407933,1,1,0,0
28427952,1,1,0,0
28447937,1,1,0,0
28468760,1,1,0,0
28488780,1,1,0,0
28512720,1,1,0,0
28536770,1,1,0,0
28560748,1,1,0,0
28584719,1,1,0,0
28604732,1,1,0,0
28625512,1,1,0,0
28645510,1,1,0,0
28665497,1,1,0,0
28689536,1,1,0,0
28709537,1,1,0,0
28733498,1,1,0,0
28757589,1,1,0,0
28781499,1,1,0,0
